FECHA HECHO,COD_DEPTO,DEPARTAMENTO,COD_MUNI,MUNICIPIO,DESCRIPCION CONDUCTA,CANTIDAD
01/31/2017 12:00:00 AM,25,CUNDINAMARCA,25612,RICAURTE,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
02/02/2017 12:00:00 AM,25,CUNDINAMARCA,25245,EL COLEGIO,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
02/02/2017 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
02/06/2017 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
02/08/2017 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
02/12/2017 12:00:00 AM,25,CUNDINAMARCA,25307,GIRARDOT,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
02/12/2017 12:00:00 AM,25,CUNDINAMARCA,25320,GUADUAS,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
02/15/2017 12:00:00 AM,25,CUNDINAMARCA,25645,SAN ANTONIO DEL TEQUENDAMA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
02/17/2017 12:00:00 AM,25,CUNDINAMARCA,25035,ANAPOIMA,ARTICULO 261. USURPACION DE TIERRAS,1
02/18/2017 12:00:00 AM,25,CUNDINAMARCA,25295,GACHANCIPA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
02/28/2017 12:00:00 AM,25,CUNDINAMARCA,25322,GUASCA,ARTICULO 261. USURPACION DE TIERRAS,1
02/28/2017 12:00:00 AM,25,CUNDINAMARCA,25322,GUASCA,ARTICULO 261. USURPACION DE TIERRAS,1
03/01/2017 12:00:00 AM,25,CUNDINAMARCA,25596,QUIPILE,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
03/05/2017 12:00:00 AM,25,CUNDINAMARCA,25612,RICAURTE,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
03/08/2017 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 261. USURPACION DE TIERRAS,1
03/11/2017 12:00:00 AM,25,CUNDINAMARCA,25320,GUADUAS,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
03/14/2017 12:00:00 AM,25,CUNDINAMARCA,25473,MOSQUERA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
03/27/2017 12:00:00 AM,25,CUNDINAMARCA,25290,FUSAGASUGA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
03/30/2017 12:00:00 AM,25,CUNDINAMARCA,25181,CHOACHI,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
03/30/2017 12:00:00 AM,25,CUNDINAMARCA,25183,CHOCONTA,ARTICULO 261. USURPACION DE TIERRAS,1
04/01/2017 12:00:00 AM,25,CUNDINAMARCA,25426,MACHETA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
04/02/2017 12:00:00 AM,25,CUNDINAMARCA,25805,TIBACUY,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
04/05/2017 12:00:00 AM,25,CUNDINAMARCA,25740,SIBATE,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
04/11/2017 12:00:00 AM,25,CUNDINAMARCA,25269,FACATATIVA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
04/12/2017 12:00:00 AM,25,CUNDINAMARCA,25307,GIRARDOT,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
04/13/2017 12:00:00 AM,25,CUNDINAMARCA,25817,TOCANCIPA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
04/15/2017 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
04/17/2017 12:00:00 AM,25,CUNDINAMARCA,25572,PUERTO SALGAR,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
04/21/2017 12:00:00 AM,25,CUNDINAMARCA,25307,GIRARDOT,ARTICULO 261. USURPACION DE TIERRAS,1
04/24/2017 12:00:00 AM,25,CUNDINAMARCA,25658,SAN FRANCISCO,ARTICULO 261. USURPACION DE TIERRAS,1
04/25/2017 12:00:00 AM,25,CUNDINAMARCA,25181,CHOACHI,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
04/28/2017 12:00:00 AM,25,CUNDINAMARCA,25491,NOCAIMA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
05/01/2017 12:00:00 AM,25,CUNDINAMARCA,25592,QUEBRADANEGRA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
05/03/2017 12:00:00 AM,25,CUNDINAMARCA,25290,FUSAGASUGA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
05/14/2017 12:00:00 AM,25,CUNDINAMARCA,25843,VILLA DE SAN DIEGO DE UBATE,ARTICULO 261. USURPACION DE TIERRAS,1
05/17/2017 12:00:00 AM,25,CUNDINAMARCA,25572,PUERTO SALGAR,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
05/17/2017 12:00:00 AM,25,CUNDINAMARCA,25572,PUERTO SALGAR,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
05/17/2017 12:00:00 AM,25,CUNDINAMARCA,25572,PUERTO SALGAR,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
05/17/2017 12:00:00 AM,25,CUNDINAMARCA,25823,TOPAIPI,ARTICULO 261. USURPACION DE TIERRAS,1
05/26/2017 12:00:00 AM,25,CUNDINAMARCA,25307,GIRARDOT,ARTICULO 261. USURPACION DE TIERRAS,1
05/26/2017 12:00:00 AM,25,CUNDINAMARCA,25307,GIRARDOT,ARTICULO 261. USURPACION DE TIERRAS,1
05/27/2017 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
06/01/2017 12:00:00 AM,25,CUNDINAMARCA,25151,CAQUEZA,ARTICULO 261. USURPACION DE TIERRAS,1
06/01/2017 12:00:00 AM,25,CUNDINAMARCA,25839,UBALA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
06/10/2017 12:00:00 AM,25,CUNDINAMARCA,25841,UBAQUE,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
06/14/2017 12:00:00 AM,25,CUNDINAMARCA,25245,EL COLEGIO,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
06/15/2017 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
06/26/2017 12:00:00 AM,25,CUNDINAMARCA,25200,COGUA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
06/29/2017 12:00:00 AM,25,CUNDINAMARCA,25183,CHOCONTA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
06/30/2017 12:00:00 AM,25,CUNDINAMARCA,25320,GUADUAS,ARTICULO 261. USURPACION DE TIERRAS,1
07/17/2017 12:00:00 AM,25,CUNDINAMARCA,25290,FUSAGASUGA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
07/17/2017 12:00:00 AM,25,CUNDINAMARCA,25612,RICAURTE,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
07/19/2017 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
07/22/2017 12:00:00 AM,25,CUNDINAMARCA,25297,GACHETA,ARTICULO 261. USURPACION DE TIERRAS,1
07/23/2017 12:00:00 AM,25,CUNDINAMARCA,25307,GIRARDOT,ARTICULO 261. USURPACION DE TIERRAS,1
07/23/2017 12:00:00 AM,25,CUNDINAMARCA,25873,VILLAPINZON,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
07/26/2017 12:00:00 AM,25,CUNDINAMARCA,25307,GIRARDOT,ARTICULO 261. USURPACION DE TIERRAS,1
07/26/2017 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 261. USURPACION DE TIERRAS,1
07/26/2017 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
07/27/2017 12:00:00 AM,25,CUNDINAMARCA,25154,CARMEN DE CARUPA,ARTICULO 261. USURPACION DE TIERRAS,1
07/27/2017 12:00:00 AM,25,CUNDINAMARCA,25328,GUAYABAL DE SIQUIMA,ARTICULO 261. USURPACION DE TIERRAS,1
08/01/2017 12:00:00 AM,25,CUNDINAMARCA,25126,CAJICA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
08/04/2017 12:00:00 AM,25,CUNDINAMARCA,25899,ZIPAQUIRA,ARTICULO 261. USURPACION DE TIERRAS,1
08/12/2017 12:00:00 AM,25,CUNDINAMARCA,25386,LA MESA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
08/20/2017 12:00:00 AM,25,CUNDINAMARCA,25743,SILVANIA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
08/25/2017 12:00:00 AM,25,CUNDINAMARCA,25175,CHIA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
08/28/2017 12:00:00 AM,25,CUNDINAMARCA,25377,LA CALERA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
08/29/2017 12:00:00 AM,25,CUNDINAMARCA,25288,FUQUENE,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
09/01/2017 12:00:00 AM,25,CUNDINAMARCA,25322,GUASCA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
09/01/2017 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
09/03/2017 12:00:00 AM,25,CUNDINAMARCA,25599,APULO,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
09/03/2017 12:00:00 AM,25,CUNDINAMARCA,25181,CHOACHI,ARTICULO 261. USURPACION DE TIERRAS,1
09/08/2017 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
09/12/2017 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
09/16/2017 12:00:00 AM,25,CUNDINAMARCA,25843,VILLA DE SAN DIEGO DE UBATE,ARTICULO 261. USURPACION DE TIERRAS,1
09/18/2017 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
09/20/2017 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
09/20/2017 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
09/25/2017 12:00:00 AM,25,CUNDINAMARCA,25885,YACOPI,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
09/29/2017 12:00:00 AM,25,CUNDINAMARCA,25785,TABIO,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
10/02/2017 12:00:00 AM,25,CUNDINAMARCA,25269,FACATATIVA,ARTICULO 261. USURPACION DE TIERRAS,1
10/02/2017 12:00:00 AM,25,CUNDINAMARCA,25307,GIRARDOT,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
10/02/2017 12:00:00 AM,25,CUNDINAMARCA,25377,LA CALERA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
10/07/2017 12:00:00 AM,25,CUNDINAMARCA,25489,NIMAIMA,ARTICULO 261. USURPACION DE TIERRAS,1
10/09/2017 12:00:00 AM,25,CUNDINAMARCA,25402,LA VEGA,ARTICULO 261. USURPACION DE TIERRAS,1
10/11/2017 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
10/16/2017 12:00:00 AM,25,CUNDINAMARCA,25386,LA MESA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
10/17/2017 12:00:00 AM,25,CUNDINAMARCA,25307,GIRARDOT,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
10/20/2017 12:00:00 AM,25,CUNDINAMARCA,25386,LA MESA,ARTICULO 261. USURPACION DE TIERRAS,1
11/01/2017 12:00:00 AM,25,CUNDINAMARCA,25473,MOSQUERA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
11/03/2017 12:00:00 AM,25,CUNDINAMARCA,25491,NOCAIMA,ARTICULO 261. USURPACION DE TIERRAS,1
11/09/2017 12:00:00 AM,25,CUNDINAMARCA,25307,GIRARDOT,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
11/11/2017 12:00:00 AM,25,CUNDINAMARCA,25513,PACHO,ARTICULO 261. USURPACION DE TIERRAS,1
11/15/2017 12:00:00 AM,25,CUNDINAMARCA,25040,ANOLAIMA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
11/17/2017 12:00:00 AM,25,CUNDINAMARCA,25297,GACHETA,ARTICULO 261. USURPACION DE TIERRAS,1
11/20/2017 12:00:00 AM,25,CUNDINAMARCA,25407,LENGUAZAQUE,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
11/22/2017 12:00:00 AM,25,CUNDINAMARCA,25572,PUERTO SALGAR,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
11/28/2017 12:00:00 AM,25,CUNDINAMARCA,25386,LA MESA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
12/03/2017 12:00:00 AM,25,CUNDINAMARCA,25181,CHOACHI,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
12/05/2017 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
12/06/2017 12:00:00 AM,25,CUNDINAMARCA,25326,GUATAVITA,ARTICULO 261. USURPACION DE TIERRAS,1
12/15/2017 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
12/17/2017 12:00:00 AM,25,CUNDINAMARCA,25320,GUADUAS,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
12/20/2017 12:00:00 AM,25,CUNDINAMARCA,25386,LA MESA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
12/21/2017 12:00:00 AM,25,CUNDINAMARCA,25035,ANAPOIMA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
12/21/2017 12:00:00 AM,25,CUNDINAMARCA,25175,CHIA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
12/21/2017 12:00:00 AM,25,CUNDINAMARCA,25269,FACATATIVA,ARTICULO 261. USURPACION DE TIERRAS,1
12/29/2017 12:00:00 AM,25,CUNDINAMARCA,25307,GIRARDOT,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
01/04/2018 12:00:00 AM,25,CUNDINAMARCA,25612,RICAURTE,ARTICULO 261. USURPACION DE TIERRAS,1
01/06/2018 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
01/09/2018 12:00:00 AM,25,CUNDINAMARCA,25224,CUCUNUBA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
01/09/2018 12:00:00 AM,25,CUNDINAMARCA,25407,LENGUAZAQUE,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
01/16/2018 12:00:00 AM,25,CUNDINAMARCA,25736,SESQUILE,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
01/17/2018 12:00:00 AM,25,CUNDINAMARCA,25612,RICAURTE,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
01/18/2018 12:00:00 AM,25,CUNDINAMARCA,25224,CUCUNUBA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
01/18/2018 12:00:00 AM,25,CUNDINAMARCA,25307,GIRARDOT,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
01/19/2018 12:00:00 AM,25,CUNDINAMARCA,25599,APULO,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
01/21/2018 12:00:00 AM,25,CUNDINAMARCA,25797,TENA,ARTICULO 261. USURPACION DE TIERRAS,1
01/23/2018 12:00:00 AM,25,CUNDINAMARCA,25175,CHIA,ARTICULO 261. USURPACION DE TIERRAS,1
01/25/2018 12:00:00 AM,25,CUNDINAMARCA,25175,CHIA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
01/30/2018 12:00:00 AM,25,CUNDINAMARCA,25286,FUNZA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
02/01/2018 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
02/01/2018 12:00:00 AM,25,CUNDINAMARCA,25817,TOCANCIPA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
02/03/2018 12:00:00 AM,25,CUNDINAMARCA,25148,CAPARRAPI,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
02/04/2018 12:00:00 AM,25,CUNDINAMARCA,25183,CHOCONTA,ARTICULO 261. USURPACION DE TIERRAS,1
02/06/2018 12:00:00 AM,25,CUNDINAMARCA,25612,RICAURTE,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
02/07/2018 12:00:00 AM,25,CUNDINAMARCA,25430,MADRID,ARTICULO 261. USURPACION DE TIERRAS,1
02/21/2018 12:00:00 AM,25,CUNDINAMARCA,25368,JERUSALEN,ARTICULO 261. USURPACION DE TIERRAS,1
02/25/2018 12:00:00 AM,25,CUNDINAMARCA,25851,UTICA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
02/28/2018 12:00:00 AM,25,CUNDINAMARCA,25402,LA VEGA,ARTICULO 261. USURPACION DE TIERRAS,1
03/10/2018 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 261. USURPACION DE TIERRAS,1
03/12/2018 12:00:00 AM,25,CUNDINAMARCA,25518,PAIME,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
03/18/2018 12:00:00 AM,25,CUNDINAMARCA,25126,CAJICA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
03/29/2018 12:00:00 AM,25,CUNDINAMARCA,25873,VILLAPINZON,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
04/05/2018 12:00:00 AM,25,CUNDINAMARCA,25815,TOCAIMA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
04/17/2018 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
04/18/2018 12:00:00 AM,25,CUNDINAMARCA,25307,GIRARDOT,ARTICULO 261. USURPACION DE TIERRAS,1
04/19/2018 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
04/21/2018 12:00:00 AM,25,CUNDINAMARCA,25386,LA MESA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
04/23/2018 12:00:00 AM,25,CUNDINAMARCA,25372,JUNIN,ARTICULO 261. USURPACION DE TIERRAS,1
04/24/2018 12:00:00 AM,25,CUNDINAMARCA,25875,VILLETA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
04/26/2018 12:00:00 AM,25,CUNDINAMARCA,25817,TOCANCIPA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
04/27/2018 12:00:00 AM,25,CUNDINAMARCA,25181,CHOACHI,ARTICULO 261. USURPACION DE TIERRAS,1
05/01/2018 12:00:00 AM,25,CUNDINAMARCA,25288,FUQUENE,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
05/01/2018 12:00:00 AM,25,CUNDINAMARCA,25885,YACOPI,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
05/04/2018 12:00:00 AM,25,CUNDINAMARCA,25377,LA CALERA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
05/05/2018 12:00:00 AM,25,CUNDINAMARCA,25518,PAIME,ARTICULO 261. USURPACION DE TIERRAS,1
05/05/2018 12:00:00 AM,25,CUNDINAMARCA,25518,PAIME,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
05/07/2018 12:00:00 AM,25,CUNDINAMARCA,25483,NARIÑO,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
05/18/2018 12:00:00 AM,25,CUNDINAMARCA,25402,LA VEGA,ARTICULO 261. USURPACION DE TIERRAS,1
05/19/2018 12:00:00 AM,25,CUNDINAMARCA,25718,SASAIMA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
05/29/2018 12:00:00 AM,25,CUNDINAMARCA,25743,SILVANIA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
06/01/2018 12:00:00 AM,25,CUNDINAMARCA,25785,TABIO,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
06/01/2018 12:00:00 AM,25,CUNDINAMARCA,25785,TABIO,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
06/03/2018 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
06/04/2018 12:00:00 AM,25,CUNDINAMARCA,25297,GACHETA,ARTICULO 261. USURPACION DE TIERRAS,1
06/10/2018 12:00:00 AM,25,CUNDINAMARCA,25386,LA MESA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
06/13/2018 12:00:00 AM,25,CUNDINAMARCA,25599,APULO,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
06/15/2018 12:00:00 AM,25,CUNDINAMARCA,25473,MOSQUERA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
06/20/2018 12:00:00 AM,25,CUNDINAMARCA,25386,LA MESA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
06/21/2018 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
07/03/2018 12:00:00 AM,25,CUNDINAMARCA,25154,CARMEN DE CARUPA,ARTICULO 261. USURPACION DE TIERRAS,1
07/05/2018 12:00:00 AM,25,CUNDINAMARCA,25524,PANDI,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
07/08/2018 12:00:00 AM,25,CUNDINAMARCA,25797,TENA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
07/11/2018 12:00:00 AM,25,CUNDINAMARCA,25769,SUBACHOQUE,ARTICULO 261. USURPACION DE TIERRAS,1
07/14/2018 12:00:00 AM,25,CUNDINAMARCA,25658,SAN FRANCISCO,ARTICULO 261. USURPACION DE TIERRAS,1
07/18/2018 12:00:00 AM,25,CUNDINAMARCA,25307,GIRARDOT,ARTICULO 261. USURPACION DE TIERRAS,1
07/20/2018 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
07/22/2018 12:00:00 AM,25,CUNDINAMARCA,25658,SAN FRANCISCO,ARTICULO 261. USURPACION DE TIERRAS,1
08/01/2018 12:00:00 AM,25,CUNDINAMARCA,25817,TOCANCIPA,ARTICULO 261. USURPACION DE TIERRAS,1
08/09/2018 12:00:00 AM,25,CUNDINAMARCA,25899,ZIPAQUIRA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
08/11/2018 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
08/27/2018 12:00:00 AM,25,CUNDINAMARCA,25307,GIRARDOT,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
09/01/2018 12:00:00 AM,25,CUNDINAMARCA,25489,NIMAIMA,ARTICULO 261. USURPACION DE TIERRAS,1
09/02/2018 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
09/03/2018 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 261. USURPACION DE TIERRAS,1
09/05/2018 12:00:00 AM,25,CUNDINAMARCA,25386,LA MESA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
09/05/2018 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
09/05/2018 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
09/16/2018 12:00:00 AM,25,CUNDINAMARCA,25658,SAN FRANCISCO,ARTICULO 261. USURPACION DE TIERRAS,1
09/17/2018 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
09/18/2018 12:00:00 AM,25,CUNDINAMARCA,25386,LA MESA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
09/20/2018 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
09/26/2018 12:00:00 AM,25,CUNDINAMARCA,25307,GIRARDOT,ARTICULO 263. INVASION DE TIERRA O EDIFICACIONES,1
10/01/2018 12:00:00 AM,25,CUNDINAMARCA,25658,SAN FRANCISCO,ARTICULO 261. USURPACION DE TIERRAS,1
10/09/2018 12:00:00 AM,25,CUNDINAMARCA,25245,EL COLEGIO,ARTICULO 261. USURPACION DE TIERRAS,1
10/09/2018 12:00:00 AM,25,CUNDINAMARCA,25867,VIANI,ARTICULO 261. USURPACION DE TIERRAS,1
10/11/2018 12:00:00 AM,25,CUNDINAMARCA,25599,APULO,ARTICULO 261. USURPACION DE TIERRAS,1
